id,title,time_beg,time_end,date,day,location,type,speaker,session_id
7020887,Shrinking Wild Spaces: Connecting Home Ranges and,16:33,16:43,2025-10-23,Thursday,Ballroom A,oral,Samara Manzin,6803172
7020027,Application of Darwin Core on biodiversity monitoring,16:33,16:43,2025-10-23,Thursday,Valle,oral,Guillaume Body,6799160
7013825,Advancing Biodiversity Monitoring through the EBV,16:35,16:45,2025-10-23,Thursday,Tolima,oral,Yayoi Takeuchi,6798685
7016104,SISBia: An Optimized System for Ecological Data,16:36,16:46,2025-10-23,Thursday,Ballroom B1,oral,RODRIGO KOBLITZ,6803199
7020870,Adaptive citizen science: Spatially targeting recording effort,16:36,16:46,2025-10-23,Thursday,Caldas,oral,Michael Pocock,6803025
7019865,Leveraging linear green infrastructure for biodiversity,16:40,16:50,2025-10-23,Thursday,Ballroom A,oral,Job Aben,6803172
7020853,Unlocking Animal Movement Data for Conservation in Peru:,16:46,16:56,2025-10-23,Thursday,Ballroom A,oral,Ximena Velez-Zuazo,6803172
7020142,Assessment of Brazilian biodiversity data,16:47,16:57,2025-10-23,Thursday,Ballroom B1,oral,Leonardo Lima Bergamini,6803199
7020583,A new platform to build and support citizen science,16:47,16:57,2025-10-23,Thursday,Caldas,oral,Andrea Tarallo,6803025
7010151,Mapping nested vegetation plot data to Darwin Core and,16:47,16:57,2025-10-23,Thursday,Valle,oral,Salza Palpurina,6799160
7020438,Bridging the Data-Policy Gap: Integrating Spatiotemporal,16:55,17:05,2025-10-23,Thursday,Ballroom A,oral,Bill DeLuca,6803172
7020433,Linking Essential Biodiversity Variables to GBF Indicators,16:55,17:05,2025-10-23,Thursday,Tolima,oral,Elnaz Neinavaz,6798685
7020189,Legal Reserves as Conservation Assets: Integrating,17:00,17:10,2025-10-23,Thursday,Ballroom B1,oral,Keila Macfadem. Juarez,6803199
7019770,Towards an Integrated Coastal Observation System in,17:00,17:10,2025-10-23,Thursday,Tolima,oral,Clémence Cotten,6798685
7013587,Citizen Science to the Grassroots: Taking Biodiversity Data,17:00,17:10,2025-10-23,Thursday,Caldas,oral,Babajide  Agboola,6803025
7020705,Lessons from Census and Trawl-Based Marine Datasets,17:02,17:12,2025-10-23,Thursday,Valle,oral,Yi-Ming Gan,6799160
7014867,Addressing bottlenecks in EBV generation in Europe:,17:05,17:15,2025-10-23,Thursday,Tolima,oral,Maria Blasi,6798685
7020176,Integridad ecológica de ecosistemas de agua dulce:,17:11,17:21,2025-10-23,Thursday,Ballroom B1,oral,Alejandra Narvaez  Vallejo,6803199
7020774,BiodivBank: a streamlined solution facilitating FAIR and,17:15,17:25,2025-10-23,Thursday,Valle,oral,Anahita J.N. Kazem,6799160
6798998,Reimagining biodiversity monitoring: Integrating diverse,10:45,10:55,2025-10-24,Friday,Ballroom B1,oral,Isaac Eckert,
7020786,Improving data interoperability for invasive alien species:,10:45,10:55,2025-10-24,Friday,Ballroom B2,oral,Lien Reyserhove,6799115
6796507,Portales Symbiota para la Integración de Información de,10:50,11:00,2025-10-24,Friday,Ballroom A,oral,K. Samanta Orellana,
7020677,The business case for investing in biodiversity data,10:50,11:00,2025-10-24,Friday,Tolima,oral,Fevziye Hasan,6821915
7014906,Engaging the ERGA community on the concept of non-,10:50,11:00,2025-10-24,Friday,Valle,oral,Robert Waterhouse,6799392
7019867,"From local to continental: upscaling reproducible, open",10:55,11:05,2025-10-24,Friday,Ballroom B2,oral,Quentin Groom,6799115
7020324,Unlocking Access: Findings from the Piloting of a Nature,11:00,11:10,2025-10-24,Friday,Tolima,oral,Sean Donnelly,6821915
7009078,A Human Rights Approach to Benefit Sharing from the Use,11:00,11:10,2025-10-24,Friday,Valle,oral,Alex Reep,6799392
7020580,DASCO: A workflow to integrate checklists and coordinate-,11:05,11:15,2025-10-24,Friday,Ballroom B2,oral,Hanno Seebens,6799115
7021018,DSIS OF FLORA LOCATED IN BRAZILIAN Indigenous,11:05,11:15,2025-10-24,Friday,Valle,oral,Denise Leal,6799392
7020976,Assessing the direct impacts of businesses on biodiversity,11:10,11:20,2025-10-24,Friday,Tolima,oral,Karel Mokany,6821915
7020754,Food Composition Data as a Global Public Good: Access &,11:10,11:20,2025-10-24,Friday,Valle,oral,Sarah Brinkley,6799392
7020798,Co-developing a unified framework for reporting invasive,11:15,11:25,2025-10-24,Friday,Ballroom B2,oral,Nigel Taylor,6799115
7016063,Multi case study analysis of justice considerations in,11:15,11:25,2025-10-24,Friday,Valle,oral,Bob Kreiken,6799392
7020248,Data-driven nature-based solutions: a case study to,11:20,11:30,2025-10-24,Friday,Tolima,oral,Viviana Ruiz-Gutierrez,6821915
7020587,Everywhere everyone everything all at once: Integrating,11:20,11:30,2025-10-24,Friday,Valle,oral,Jutta Buschbom,6799392
7020771,Microbes as Ecosystem Sensors,11:25,11:35,2025-10-24,Friday,Valle,oral,Maria M. Zambrano,6799392
7020620,Mobilization of Biodiversity Data for Invasive Species,11:30,11:40,2025-10-24,Friday,Ballroom B2,oral,Cristina Preda,6799115
7019852,Bringing data from the North Sea back to life: Ecosystem-,11:30,11:40,2025-10-24,Friday,Tolima,oral,Verena Schrameyer,6821915
7015143,Datos abiertos para la gestión de impactos en peces en,11:35,11:45,2025-10-24,Friday,Tolima,oral,Andres Felipe Galeano Moreno,6821915
7006840,Mobilizing large scale metabarcoding datasets in,11:35,11:45,2025-10-24,Friday,Valle,oral,Jonathan Ready,6799392
7020072,Del dato al impacto: visualizando oportunidades,11:40,11:50,2025-10-24,Friday,Tolima,oral,Henry Alterio,6821915
7020679,Challenges of Marine Alien Species Data,11:45,11:55,2025-10-24,Friday,Ballroom B2,oral,Eduardo  Arlé,6799115
7020987,Empowering the businesses sector to share biodiversity,11:45,11:55,2025-10-24,Friday,Tolima,oral,Dairo Escobar,6821915
7020600,Towards Scalable and Comparable Genome Analysis for,11:45,11:55,2025-10-24,Friday,Valle,oral,Camila Mazzoni,6799392
7022382,Datos abiertos sobre biodiversidad en EPM: una,11:55,12:05,2025-10-24,Friday,Tolima,oral,Yesenia García Morera,6821915
7013319,Modelling trends in biological invasion for policy reporting,12:00,12:10,2025-10-24,Friday,Ballroom B2,oral,MELODIE MCGEOCH,6799115
7019971,The use and publication of open biodiversity data in the,12:05,12:15,2025-10-24,Friday,Tolima,oral,Cédric Elleboode,6821915
7019818,Standardizing and Integrating Alien Species distribution,12:15,12:25,2025-10-24,Friday,Ballroom B2,oral,Manuela Gómez-Suárez,6799115
7022380,Movilización de datos abiertos sobre biodiversidad desde,12:15,12:25,2025-10-24,Friday,Tolima,oral,Wilmar López Oviedo,6821915
7020020,El Sueño de Chocolate: Monitoreo Comunitario para,12:20,12:30,2025-10-24,Friday,Tolima,oral,Andrea Camacho,6821915
7020981,El sector financiero y privado como motores para la,12:25,12:35,2025-10-24,Friday,Tolima,oral,Juliana Acuña,6821915
7017470,Adapting a globally-trained single-species plant,12:30,12:40,2025-10-24,Friday,Ballroom B2,oral,Hervé Goëau,6799115
6821915,LIGHTNING TALK · ES,12:30,12:35,2025-10-24,Friday,Tolima,lightning,,
7020221,20 years of The Camisea Biodiversity Monitoring Program in,12:35,12:45,2025-10-24,Friday,Tolima,oral,Catherine Sahley,6821915
7020284,Expanding Access: Reflections on the French Translation of,14:00,14:10,2025-10-24,Friday,Caldas,oral,Elie M. Saliba,6798214
7018533,Bridging Language Barriers: Lessons from the French,14:07,14:17,2025-10-24,Friday,Caldas,oral,Elie M. Saliba,6798214
7013927,Tools that Speak Your Language: A Multilingual Approach to,14:14,14:24,2025-10-24,Friday,Caldas,oral,Melissa Jean-Yi Liu,6798214
7020392,Translate to Focus on What Really Matters: Our Biodiversity,14:23,14:33,2025-10-24,Friday,Caldas,oral,Camila Plata,6798214
7017146,Translating Darwin Core and other TDWG standards using,14:33,14:43,2025-10-24,Friday,Caldas,oral,Matthew  Blissett,6798214
